sheet,stat,scope,scale,phrase_when_rises,phrase_when_falls
player_week,% of team points on team this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of team points on team this season (<value>).,<row> passes <other> for <N>th-lowest % of team points on team this season (<value>).
player_week,Total points as team starter,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total points as team starter (<value>).,<row> passes <other> for <N>th-lowest Total points as team starter (<value>).
player_week,Total points as team starter this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total points as team starter this season (<value>).,<row> passes <other> for <N>th-lowest Total points as team starter this season (<value>).
player_week,PPG as team starter,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PPG as team starter (<value>).,<row> passes <other> for <N>th-lowest PPG as team starter (<value>).
player_week,PPG as team starter adjusted by position,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PPG as team starter adjusted by position (<value>).,<row> passes <other> for <N>th-lowest PPG as team starter adjusted by position (<value>).
player_week,PPG as team starter this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PPG as team starter this season (<value>).,<row> passes <other> for <N>th-lowest PPG as team starter this season (<value>).
player_week,PPG as team starter adjusted by position this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PPG as team starter adjusted by position this season (<value>).,<row> passes <other> for <N>th-lowest PPG as team starter adjusted by position this season (<value>).
player_week,Total times highest starter on team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total times highest starter on team (<value>).,<row> passes <other> for <N>th-lowest Total times highest starter on team (<value>).
player_week,Total times highest starter on team this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total times highest starter on team this season (<value>).,<row> passes <other> for <N>th-lowest Total times highest starter on team this season (<value>).
player_week,Total times lowest starter on team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total times lowest starter on team (<value>).,<row> passes <other> for <N>th-lowest Total times lowest starter on team (<value>).
player_week,Total times lowest starter on team this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total times lowest starter on team this season (<value>).,<row> passes <other> for <N>th-lowest Total times lowest starter on team this season (<value>).
player_week,Total weeks on bench,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total weeks on bench (<value>).,<row> passes <other> for <N>th-lowest Total weeks on bench (<value>).
player_week,Total weeks on bench this season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total weeks on bench this season (<value>).,<row> passes <other> for <N>th-lowest Total weeks on bench this season (<value>).
player_week,- Activated Cuff? (Did he start while a teammate he is the handcuff for was injured?),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest - Activated Cuff? (Did he start while a teammate he is the handcuff for was injured?) (<value>).,<row> passes <other> for <N>th-lowest - Activated Cuff? (Did he start while a teammate he is the handcuff for was injured?) (<value>).
player_week,Number of Add/Drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Add/Drops (<value>).,<row> passes <other> for <N>th-lowest Number of Add/Drops (<value>).
player_week,Number of drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of drops (<value>).,<row> passes <other> for <N>th-lowest Number of drops (<value>).
player_week,Number of trades,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of trades (<value>).,<row> passes <other> for <N>th-lowest Number of trades (<value>).
team_week,Margin,"all-time board (top/bottom 5 of every row ever — mirrored, ranked once per event: the positive side, plus one row of every dead-even one)",n/a,<row> passes <other> for <N>th-highest Margin (<value>).,<row> passes <other> for <N>th-lowest Margin (<value>).
team_week,UPST,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest UPST (<value>).,<row> passes <other> for <N>th-lowest UPST (<value>).
team_week,PF,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PF (<value>).,<row> passes <other> for <N>th-lowest PF (<value>).
team_week,Points against,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points against (<value>).,<row> passes <other> for <N>th-lowest Points against (<value>).
team_week,Max PF,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Max PF (<value>).,<row> passes <other> for <N>th-lowest Max PF (<value>).
team_week,Efficiency,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Efficiency (<value>).,<row> passes <other> for <N>th-lowest Efficiency (<value>).
team_week,Points from QBs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points from QBs (<value>).,<row> passes <other> for <N>th-lowest Points from QBs (<value>).
team_week,Points from WRs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points from WRs (<value>).,<row> passes <other> for <N>th-lowest Points from WRs (<value>).
team_week,Points from TEs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points from TEs (<value>).,<row> passes <other> for <N>th-lowest Points from TEs (<value>).
team_week,Points from RBs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Points from RBs (<value>).,<row> passes <other> for <N>th-lowest Points from RBs (<value>).
team_week,% of points from QBs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of points from QBs (<value>).,<row> passes <other> for <N>th-lowest % of points from QBs (<value>).
team_week,% of points from WRs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of points from WRs (<value>).,<row> passes <other> for <N>th-lowest % of points from WRs (<value>).
team_week,% of points from TEs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of points from TEs (<value>).,<row> passes <other> for <N>th-lowest % of points from TEs (<value>).
team_week,% of points from RBs,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of points from RBs (<value>).,<row> passes <other> for <N>th-lowest % of points from RBs (<value>).
team_week,Difference in pregame avg max PF from opponent,"all-time board (top/bottom 5 of every row ever — mirrored, ranked once per event: the positive side, plus one row of every dead-even one)",n/a,<row> passes <other> for <N>th-highest Difference in pregame avg max PF from opponent (<value>).,<row> passes <other> for <N>th-lowest Difference in pregame avg max PF from opponent (<value>).
team_week,Increase in points from previous week,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Increase in points from previous week (<value>).,<row> passes <other> for <N>th-lowest Increase in points from previous week (<value>).
team_week,Brosenzweig,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Brosenzweig (<value>).,<row> passes <other> for <N>th-lowest Brosenzweig (<value>).
team_week,Sisenzweig,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Sisenzweig (<value>).,<row> passes <other> for <N>th-lowest Sisenzweig (<value>).
team_week,Win streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Win streak (<value>).,<row> passes <other> for <N>th-lowest Win streak (<value>).
team_week,Loss streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Loss streak (<value>).,<row> passes <other> for <N>th-lowest Loss streak (<value>).
team_week,Win streak counting previous season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Win streak counting previous season (<value>).,<row> passes <other> for <N>th-lowest Win streak counting previous season (<value>).
team_week,Loss streak counting previous season,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Loss streak counting previous season (<value>).,<row> passes <other> for <N>th-lowest Loss streak counting previous season (<value>).
team_week,Highest score streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Highest score streak (<value>).,<row> passes <other> for <N>th-lowest Highest score streak (<value>).
team_week,Lowest score streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Lowest score streak (<value>).,<row> passes <other> for <N>th-lowest Lowest score streak (<value>).
team_week,Narrowest victory streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Narrowest victory streak (<value>).,<row> passes <other> for <N>th-lowest Narrowest victory streak (<value>).
team_week,Largest blowout streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Largest blowout streak (<value>).,<row> passes <other> for <N>th-lowest Largest blowout streak (<value>).
team_week,Most efficient streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most efficient streak (<value>).,<row> passes <other> for <N>th-lowest Most efficient streak (<value>).
team_week,Least efficient streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Least efficient streak (<value>).,<row> passes <other> for <N>th-lowest Least efficient streak (<value>).
team_week,Top half streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Top half streak (<value>).,<row> passes <other> for <N>th-lowest Top half streak (<value>).
team_week,One-man army streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest One-man army streak (<value>).,<row> passes <other> for <N>th-lowest One-man army streak (<value>).
team_week,Most bench points streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most bench points streak (<value>).,<row> passes <other> for <N>th-lowest Most bench points streak (<value>).
team_week,Bottom half streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Bottom half streak (<value>).,<row> passes <other> for <N>th-lowest Bottom half streak (<value>).
team_week,150+ PF streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest 150+ PF streak (<value>).,<row> passes <other> for <N>th-lowest 150+ PF streak (<value>).
team_week,Standings leader streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Standings leader streak (<value>).,<row> passes <other> for <N>th-lowest Standings leader streak (<value>).
team_week,Quiet streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Quiet streak (<value>).,<row> passes <other> for <N>th-lowest Quiet streak (<value>).
team_week,Win streak vs this opponent,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Win streak vs this opponent (<value>).,<row> passes <other> for <N>th-lowest Win streak vs this opponent (<value>).
team_week,Most injured streak,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most injured streak (<value>).,<row> passes <other> for <N>th-lowest Most injured streak (<value>).
team_week,Number of QB started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of QB started (<value>).,<row> passes <other> for <N>th-lowest Number of QB started (<value>).
team_week,Number of WR started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of WR started (<value>).,<row> passes <other> for <N>th-lowest Number of WR started (<value>).
team_week,Number of RB started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of RB started (<value>).,<row> passes <other> for <N>th-lowest Number of RB started (<value>).
team_week,Number of TE started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of TE started (<value>).,<row> passes <other> for <N>th-lowest Number of TE started (<value>).
team_week,Number of QB rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of QB rostered (<value>).,<row> passes <other> for <N>th-lowest Number of QB rostered (<value>).
team_week,Number of WR rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of WR rostered (<value>).,<row> passes <other> for <N>th-lowest Number of WR rostered (<value>).
team_week,Number of RB rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of RB rostered (<value>).,<row> passes <other> for <N>th-lowest Number of RB rostered (<value>).
team_week,Number of TE rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of TE rostered (<value>).,<row> passes <other> for <N>th-lowest Number of TE rostered (<value>).
team_week,Most number of players started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of players started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of players started from same NFL team (<value>).
team_week,Most number of players rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of players rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of players rostered from same NFL team (<value>).
team_week,Most number of QBs started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of QBs started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of QBs started from same NFL team (<value>).
team_week,Most number of QBs rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of QBs rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of QBs rostered from same NFL team (<value>).
team_week,Most number of RBs started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of RBs started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of RBs started from same NFL team (<value>).
team_week,Most number of RBs rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of RBs rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of RBs rostered from same NFL team (<value>).
team_week,Most number of WR started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of WR started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of WR started from same NFL team (<value>).
team_week,Most number of WR rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of WR rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of WR rostered from same NFL team (<value>).
team_week,Most number of TE started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of TE started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of TE started from same NFL team (<value>).
team_week,Most number of TE rostered from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of TE rostered from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of TE rostered from same NFL team (<value>).
team_week,Number of NFL teams among starting players,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of NFL teams among starting players (<value>).,<row> passes <other> for <N>th-lowest Number of NFL teams among starting players (<value>).
team_week,Number of NFL teams among rostered players,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of NFL teams among rostered players (<value>).,<row> passes <other> for <N>th-lowest Number of NFL teams among rostered players (<value>).
team_week,Stacks,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Stacks (<value>).,<row> passes <other> for <N>th-lowest Stacks (<value>).
team_week,Number of rookies started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of rookies started (<value>).,<row> passes <other> for <N>th-lowest Number of rookies started (<value>).
team_week,Number of rookies rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of rookies rostered (<value>).,<row> passes <other> for <N>th-lowest Number of rookies rostered (<value>).
team_week,% of players drafted,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of players drafted (<value>).,<row> passes <other> for <N>th-lowest % of players drafted (<value>).
team_week,% of 3rd year+ players drafted,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of 3rd year+ players drafted (<value>).,<row> passes <other> for <N>th-lowest % of 3rd year+ players drafted (<value>).
team_week,Player average age,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Player average age (<value>).,<row> passes <other> for <N>th-lowest Player average age (<value>).
team_week,Team age including picks,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Team age including picks (<value>).,<row> passes <other> for <N>th-lowest Team age including picks (<value>).
team_week,Difference between highest and lowest starters,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Difference between highest and lowest starters (<value>).,<row> passes <other> for <N>th-lowest Difference between highest and lowest starters (<value>).
team_week,Donuts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Donuts (roster) (<value>).,<row> passes <other> for <N>th-lowest Donuts (roster) (<value>).
team_week,Donuts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Donuts (starters) (<value>).,<row> passes <other> for <N>th-lowest Donuts (starters) (<value>).
team_week,Players under 10 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players under 10 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players under 10 pts (roster) (<value>).
team_week,Players under 10 pts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players under 10 pts (starters) (<value>).,<row> passes <other> for <N>th-lowest Players under 10 pts (starters) (<value>).
team_week,Players over 20 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 20 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 20 pts (roster) (<value>).
team_week,Players over 20 pts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 20 pts (starters) (<value>).,<row> passes <other> for <N>th-lowest Players over 20 pts (starters) (<value>).
team_week,Players over 30 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 30 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 30 pts (roster) (<value>).
team_week,Players over 30 pts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 30 pts (starters) (<value>).,<row> passes <other> for <N>th-lowest Players over 30 pts (starters) (<value>).
team_week,Players over 40 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 40 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 40 pts (roster) (<value>).
team_week,Players over 40 pts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 40 pts (starters) (<value>).,<row> passes <other> for <N>th-lowest Players over 40 pts (starters) (<value>).
team_week,Players over 50 pts (roster),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 50 pts (roster) (<value>).,<row> passes <other> for <N>th-lowest Players over 50 pts (roster) (<value>).
team_week,Players over 50 pts (starters),all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Players over 50 pts (starters) (<value>).,<row> passes <other> for <N>th-lowest Players over 50 pts (starters) (<value>).
team_week,% of starters boom,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters boom (<value>).,<row> passes <other> for <N>th-lowest % of starters boom (<value>).
team_week,% of starters upper quartile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters upper quartile (<value>).,<row> passes <other> for <N>th-lowest % of starters upper quartile (<value>).
team_week,% of starters middle 50%,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters middle 50% (<value>).,<row> passes <other> for <N>th-lowest % of starters middle 50% (<value>).
team_week,% of starters lower quartile,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters lower quartile (<value>).,<row> passes <other> for <N>th-lowest % of starters lower quartile (<value>).
team_week,% of starters bust,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest % of starters bust (<value>).,<row> passes <other> for <N>th-lowest % of starters bust (<value>).
team_week,Number of cuffs rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of cuffs rostered (<value>).,<row> passes <other> for <N>th-lowest Number of cuffs rostered (<value>).
team_week,Number of cuffs started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of cuffs started (<value>).,<row> passes <other> for <N>th-lowest Number of cuffs started (<value>).
team_week,Startup draft players remaining,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Startup draft players remaining (<value>).,<row> passes <other> for <N>th-lowest Startup draft players remaining (<value>).
team_week,Tanking,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Tanking (<value>).,<row> passes <other> for <N>th-lowest Tanking (<value>).
team_week,Number of Injuries,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Injuries (<value>).,<row> passes <other> for <N>th-lowest Number of Injuries (<value>).
team_week,Number of suspensions,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of suspensions (<value>).,<row> passes <other> for <N>th-lowest Number of suspensions (<value>).
team_week,Number of starter injuries,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of starter injuries (<value>).,<row> passes <other> for <N>th-lowest Number of starter injuries (<value>).
team_week,Number of starter suspensions,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of starter suspensions (<value>).,<row> passes <other> for <N>th-lowest Number of starter suspensions (<value>).
team_week,Number of players on bye,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of players on bye (<value>).,<row> passes <other> for <N>th-lowest Number of players on bye (<value>).
team_week,Hardship,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Hardship (<value>).,<row> passes <other> for <N>th-lowest Hardship (<value>).
team_week,Starter-adjusted Hardship,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter-adjusted Hardship (<value>).,<row> passes <other> for <N>th-lowest Starter-adjusted Hardship (<value>).
team_week,Luck,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Luck (<value>).,<row> passes <other> for <N>th-lowest Luck (<value>).
team_week,Starter turnover from previous week,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Starter turnover from previous week (<value>).,<row> passes <other> for <N>th-lowest Starter turnover from previous week (<value>).
team_week,Roster turnover from previous week,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Roster turnover from previous week (<value>).,<row> passes <other> for <N>th-lowest Roster turnover from previous week (<value>).
team_week,Number of Add/Drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of Add/Drops (<value>).,<row> passes <other> for <N>th-lowest Number of Add/Drops (<value>).
team_week,Number of waiver adds,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of waiver adds (<value>).,<row> passes <other> for <N>th-lowest Number of waiver adds (<value>).
team_week,Number of free agency adds,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of free agency adds (<value>).,<row> passes <other> for <N>th-lowest Number of free agency adds (<value>).
team_week,Number of pure drops,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of pure drops (<value>).,<row> passes <other> for <N>th-lowest Number of pure drops (<value>).
team_week,Number of trades,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of trades (<value>).,<row> passes <other> for <N>th-lowest Number of trades (<value>).
team_week,Total transactions,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Total transactions (<value>).,<row> passes <other> for <N>th-lowest Total transactions (<value>).
team_week,Amount of FAAB spent,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Amount of FAAB spent (<value>).,<row> passes <other> for <N>th-lowest Amount of FAAB spent (<value>).
team_week,Future draft capital,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Future draft capital (<value>).,<row> passes <other> for <N>th-lowest Future draft capital (<value>).
league_week,PF,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PF (<value>).,<row> passes <other> for <N>th-lowest PF (<value>).
league_week,Avg margin,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Avg margin (<value>).,<row> passes <other> for <N>th-lowest Avg margin (<value>).
league_week,Margin range,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Margin range (<value>).,<row> passes <other> for <N>th-lowest Margin range (<value>).
league_week,Number of games within 10,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of games within 10 (<value>).,<row> passes <other> for <N>th-lowest Number of games within 10 (<value>).
league_week,Number of games within 5,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of games within 5 (<value>).,<row> passes <other> for <N>th-lowest Number of games within 5 (<value>).
league_week,UPST,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest UPST (<value>).,<row> passes <other> for <N>th-lowest UPST (<value>).
league_week,PF Range,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest PF Range (<value>).,<row> passes <other> for <N>th-lowest PF Range (<value>).
league_week,Max PF,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Max PF (<value>).,<row> passes <other> for <N>th-lowest Max PF (<value>).
league_week,Efficiency,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Efficiency (<value>).,<row> passes <other> for <N>th-lowest Efficiency (<value>).
league_week,Increase in points from previous week,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Increase in points from previous week (<value>).,<row> passes <other> for <N>th-lowest Increase in points from previous week (<value>).
league_week,Highest starter score,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Highest starter score (<value>).,<row> passes <other> for <N>th-lowest Highest starter score (<value>).
league_week,Lowest starter score,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Lowest starter score (<value>).,<row> passes <other> for <N>th-lowest Lowest starter score (<value>).
league_week,Number of QB started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of QB started (<value>).,<row> passes <other> for <N>th-lowest Number of QB started (<value>).
league_week,Number of WR started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of WR started (<value>).,<row> passes <other> for <N>th-lowest Number of WR started (<value>).
league_week,Number of RB started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of RB started (<value>).,<row> passes <other> for <N>th-lowest Number of RB started (<value>).
league_week,Number of TE started,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of TE started (<value>).,<row> passes <other> for <N>th-lowest Number of TE started (<value>).
league_week,Number of QB rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of QB rostered (<value>).,<row> passes <other> for <N>th-lowest Number of QB rostered (<value>).
league_week,Number of WR rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of WR rostered (<value>).,<row> passes <other> for <N>th-lowest Number of WR rostered (<value>).
league_week,Number of RB rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of RB rostered (<value>).,<row> passes <other> for <N>th-lowest Number of RB rostered (<value>).
league_week,Number of TE rostered,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Number of TE rostered (<value>).,<row> passes <other> for <N>th-lowest Number of TE rostered (<value>).
league_week,Most number of players started from same NFL team,all-time board (top/bottom 5 of every row ever),n/a,<row> passes <other> for <N>th-highest Most number of players started from same NFL team (<value>).,<row> passes <other> for <N>th-lowest Most number of players started from same NFL team (<value>).
